result_id,student_id,subject_id,window_id,school_year,scaled_score,percentile_rank,benchmark_category
R0016018,STU02670,SUBJ_M,W1,2024-2025,963.1,65,At/Above Benchmark
R0016019,STU02670,SUBJ_M,W2,2024-2025,1037.2,79,At/Above Benchmark
R0016020,STU02670,SUBJ_M,W3,2024-2025,1033.5,87,At/Above Benchmark
R0016021,STU02671,SUBJ_R,W1,2024-2025,973.3,43,At/Above Benchmark
R0016022,STU02671,SUBJ_R,W2,2024-2025,929.1,48,At/Above Benchmark
R0016023,STU02671,SUBJ_R,W3,2024-2025,868.0,39,On Watch
R0016024,STU02671,SUBJ_M,W1,2024-2025,953.7,58,At/Above Benchmark
R0016025,STU02671,SUBJ_M,W2,2024-2025,1070.9,78,At/Above Benchmark
R0016026,STU02671,SUBJ_M,W3,2024-2025,1042.3,60,At/Above Benchmark
R0016027,STU02672,SUBJ_R,W1,2024-2025,783.6,39,On Watch
R0016028,STU02672,SUBJ_R,W2,2024-2025,780.0,39,On Watch
R0016029,STU02672,SUBJ_R,W3,2024-2025,773.6,46,At/Above Benchmark
R0016030,STU02672,SUBJ_M,W1,2024-2025,879.4,64,At/Above Benchmark
R0016031,STU02672,SUBJ_M,W2,2024-2025,881.9,66,At/Above Benchmark
R0016032,STU02672,SUBJ_M,W3,2024-2025,869.2,58,At/Above Benchmark
R0016033,STU02673,SUBJ_R,W1,2024-2025,1070.7,77,At/Above Benchmark
R0016034,STU02673,SUBJ_R,W2,2024-2025,1023.3,73,At/Above Benchmark
R0016035,STU02673,SUBJ_R,W3,2024-2025,1028.9,76,At/Above Benchmark
R0016036,STU02673,SUBJ_M,W1,2024-2025,739.2,39,On Watch
R0016037,STU02673,SUBJ_M,W2,2024-2025,780.9,48,At/Above Benchmark
R0016038,STU02673,SUBJ_M,W3,2024-2025,785.2,49,At/Above Benchmark
R0016039,STU02674,SUBJ_R,W1,2024-2025,918.3,37,On Watch
R0016040,STU02674,SUBJ_R,W2,2024-2025,965.9,44,At/Above Benchmark
R0016041,STU02674,SUBJ_R,W3,2024-2025,985.0,40,At/Above Benchmark
R0016042,STU02674,SUBJ_M,W1,2024-2025,758.1,17,Intervention
R0016043,STU02674,SUBJ_M,W2,2024-2025,806.6,20,Intervention
R0016044,STU02674,SUBJ_M,W3,2024-2025,910.3,37,On Watch
R0016045,STU02675,SUBJ_R,W1,2024-2025,1012.7,62,At/Above Benchmark
R0016046,STU02675,SUBJ_R,W2,2024-2025,1007.4,58,At/Above Benchmark
R0016047,STU02675,SUBJ_R,W3,2024-2025,1006.2,57,At/Above Benchmark
R0016048,STU02675,SUBJ_M,W1,2024-2025,987.9,57,At/Above Benchmark
R0016049,STU02675,SUBJ_M,W2,2024-2025,986.8,63,At/Above Benchmark
R0016050,STU02675,SUBJ_M,W3,2024-2025,1051.2,69,At/Above Benchmark
R0016051,STU02676,SUBJ_R,W1,2024-2025,1007.1,59,At/Above Benchmark
R0016052,STU02676,SUBJ_R,W2,2024-2025,921.5,48,At/Above Benchmark
R0016053,STU02676,SUBJ_R,W3,2024-2025,889.6,48,At/Above Benchmark
R0016054,STU02676,SUBJ_M,W1,2024-2025,829.2,35,On Watch
R0016055,STU02676,SUBJ_M,W2,2024-2025,885.0,49,At/Above Benchmark
R0016056,STU02676,SUBJ_M,W3,2024-2025,874.0,44,At/Above Benchmark
R0016057,STU02677,SUBJ_R,W1,2024-2025,931.2,40,At/Above Benchmark
R0016058,STU02677,SUBJ_R,W2,2024-2025,935.4,30,On Watch
R0016059,STU02677,SUBJ_R,W3,2024-2025,870.0,38,On Watch
R0016060,STU02677,SUBJ_M,W1,2024-2025,971.7,51,At/Above Benchmark
R0016061,STU02677,SUBJ_M,W2,2024-2025,1000.6,56,At/Above Benchmark
R0016062,STU02677,SUBJ_M,W3,2024-2025,941.1,45,At/Above Benchmark
R0016063,STU02678,SUBJ_R,W1,2024-2025,875.2,41,At/Above Benchmark
R0016064,STU02678,SUBJ_R,W2,2024-2025,779.9,26,On Watch
R0016065,STU02678,SUBJ_R,W3,2024-2025,758.6,31,On Watch
R0016066,STU02678,SUBJ_M,W1,2024-2025,884.2,38,On Watch
R0016067,STU02678,SUBJ_M,W2,2024-2025,884.8,50,At/Above Benchmark
R0016068,STU02678,SUBJ_M,W3,2024-2025,925.3,48,At/Above Benchmark
R0016069,STU02679,SUBJ_R,W1,2024-2025,523.8,9,Urgent Intervention
R0016070,STU02679,SUBJ_R,W2,2024-2025,534.5,10,Intervention
R0016071,STU02679,SUBJ_R,W3,2024-2025,478.0,1,Urgent Intervention
R0016072,STU02679,SUBJ_M,W1,2024-2025,851.6,48,At/Above Benchmark
R0016073,STU02679,SUBJ_M,W2,2024-2025,915.9,70,At/Above Benchmark
R0016074,STU02679,SUBJ_M,W3,2024-2025,918.8,62,At/Above Benchmark
R0016075,STU02680,SUBJ_R,W1,2024-2025,1012.1,46,At/Above Benchmark
R0016076,STU02680,SUBJ_R,W2,2024-2025,1048.4,50,At/Above Benchmark
R0016077,STU02680,SUBJ_R,W3,2024-2025,1105.3,59,At/Above Benchmark
R0016078,STU02680,SUBJ_M,W1,2024-2025,1042.4,56,At/Above Benchmark
R0016079,STU02680,SUBJ_M,W2,2024-2025,1061.1,67,At/Above Benchmark
R0016080,STU02680,SUBJ_M,W3,2024-2025,1093.0,55,At/Above Benchmark
R0016081,STU02681,SUBJ_R,W1,2024-2025,858.0,36,On Watch
R0016082,STU02681,SUBJ_R,W2,2024-2025,1025.6,56,At/Above Benchmark
R0016083,STU02681,SUBJ_R,W3,2024-2025,1048.4,68,At/Above Benchmark
R0016084,STU02681,SUBJ_M,W1,2024-2025,817.1,34,On Watch
R0016085,STU02681,SUBJ_M,W2,2024-2025,871.8,42,At/Above Benchmark
R0016086,STU02681,SUBJ_M,W3,2024-2025,856.7,48,At/Above Benchmark
R0016087,STU02682,SUBJ_R,W1,2024-2025,920.5,51,At/Above Benchmark
R0016088,STU02682,SUBJ_R,W2,2024-2025,984.5,62,At/Above Benchmark
R0016089,STU02682,SUBJ_R,W3,2024-2025,1063.2,64,At/Above Benchmark
R0016090,STU02682,SUBJ_M,W1,2024-2025,808.1,37,On Watch
R0016091,STU02682,SUBJ_M,W2,2024-2025,727.6,20,Intervention
R0016092,STU02682,SUBJ_M,W3,2024-2025,679.1,14,Intervention
R0016093,STU02683,SUBJ_R,W1,2024-2025,787.4,45,At/Above Benchmark
R0016094,STU02683,SUBJ_R,W2,2024-2025,764.9,41,At/Above Benchmark
R0016095,STU02683,SUBJ_R,W3,2024-2025,826.2,54,At/Above Benchmark
R0016096,STU02683,SUBJ_M,W1,2024-2025,921.1,70,At/Above Benchmark
R0016097,STU02683,SUBJ_M,W2,2024-2025,965.4,71,At/Above Benchmark
R0016098,STU02683,SUBJ_M,W3,2024-2025,986.0,65,At/Above Benchmark
R0016099,STU02684,SUBJ_R,W1,2024-2025,891.5,36,On Watch
R0016100,STU02684,SUBJ_R,W2,2024-2025,951.6,45,At/Above Benchmark
R0016101,STU02684,SUBJ_R,W3,2024-2025,1022.7,68,At/Above Benchmark
R0016102,STU02684,SUBJ_M,W1,2024-2025,970.8,63,At/Above Benchmark
R0016103,STU02684,SUBJ_M,W2,2024-2025,971.8,59,At/Above Benchmark
R0016104,STU02684,SUBJ_M,W3,2024-2025,1072.4,72,At/Above Benchmark
R0016105,STU02685,SUBJ_R,W1,2024-2025,638.4,29,On Watch
R0016106,STU02685,SUBJ_R,W2,2024-2025,719.4,27,On Watch
R0016107,STU02685,SUBJ_R,W3,2024-2025,747.0,29,On Watch
R0016108,STU02685,SUBJ_M,W1,2024-2025,751.9,46,At/Above Benchmark
R0016109,STU02685,SUBJ_M,W2,2024-2025,825.0,57,At/Above Benchmark
R0016110,STU02685,SUBJ_M,W3,2024-2025,880.0,52,At/Above Benchmark
R0016111,STU02686,SUBJ_R,W1,2024-2025,665.4,26,On Watch
R0016112,STU02686,SUBJ_R,W2,2024-2025,707.3,35,On Watch
R0016113,STU02686,SUBJ_R,W3,2024-2025,690.3,19,Intervention
R0016114,STU02686,SUBJ_M,W1,2024-2025,743.1,45,At/Above Benchmark
R0016115,STU02686,SUBJ_M,W2,2024-2025,729.5,35,On Watch
R0016116,STU02686,SUBJ_M,W3,2024-2025,770.9,50,At/Above Benchmark
R0016117,STU02687,SUBJ_R,W1,2024-2025,817.6,50,At/Above Benchmark
R0016118,STU02687,SUBJ_R,W2,2024-2025,881.7,50,At/Above Benchmark
R0016119,STU02687,SUBJ_R,W3,2024-2025,892.3,55,At/Above Benchmark
R0016120,STU02687,SUBJ_M,W1,2024-2025,1013.4,78,At/Above Benchmark
R0016121,STU02687,SUBJ_M,W2,2024-2025,990.1,76,At/Above Benchmark
R0016122,STU02687,SUBJ_M,W3,2024-2025,1013.2,79,At/Above Benchmark
R0016123,STU02688,SUBJ_R,W1,2024-2025,974.8,52,At/Above Benchmark
R0016124,STU02688,SUBJ_R,W2,2024-2025,1015.1,42,At/Above Benchmark
R0016125,STU02688,SUBJ_R,W3,2024-2025,1038.4,46,At/Above Benchmark
R0016126,STU02688,SUBJ_M,W1,2024-2025,1046.1,56,At/Above Benchmark
R0016127,STU02688,SUBJ_M,W2,2024-2025,1094.6,62,At/Above Benchmark
R0016128,STU02688,SUBJ_M,W3,2024-2025,1193.9,65,At/Above Benchmark
R0016129,STU02689,SUBJ_R,W1,2024-2025,1033.4,58,At/Above Benchmark
R0016130,STU02689,SUBJ_R,W2,2024-2025,1045.2,69,At/Above Benchmark
R0016131,STU02689,SUBJ_R,W3,2024-2025,1175.0,82,At/Above Benchmark
R0016132,STU02689,SUBJ_M,W1,2024-2025,884.1,52,At/Above Benchmark
R0016133,STU02689,SUBJ_M,W2,2024-2025,863.0,50,At/Above Benchmark
R0016134,STU02689,SUBJ_M,W3,2024-2025,881.4,52,At/Above Benchmark
R0016135,STU02690,SUBJ_R,W1,2024-2025,1009.6,58,At/Above Benchmark
R0016136,STU02690,SUBJ_R,W2,2024-2025,994.2,60,At/Above Benchmark
R0016137,STU02690,SUBJ_R,W3,2024-2025,1075.0,76,At/Above Benchmark
R0016138,STU02690,SUBJ_M,W1,2024-2025,866.2,50,At/Above Benchmark
R0016139,STU02690,SUBJ_M,W2,2024-2025,916.9,51,At/Above Benchmark
R0016140,STU02690,SUBJ_M,W3,2024-2025,974.2,56,At/Above Benchmark
R0016141,STU02691,SUBJ_R,W1,2024-2025,919.3,50,At/Above Benchmark
R0016142,STU02691,SUBJ_R,W2,2024-2025,945.4,51,At/Above Benchmark
R0016143,STU02691,SUBJ_R,W3,2024-2025,937.9,45,At/Above Benchmark
R0016144,STU02691,SUBJ_M,W1,2024-2025,987.7,69,At/Above Benchmark
R0016145,STU02691,SUBJ_M,W2,2024-2025,901.4,55,At/Above Benchmark
R0016146,STU02691,SUBJ_M,W3,2024-2025,915.0,46,At/Above Benchmark
R0016147,STU02692,SUBJ_R,W1,2024-2025,628.1,19,Intervention
R0016148,STU02692,SUBJ_R,W2,2024-2025,587.4,1,Urgent Intervention
R0016149,STU02692,SUBJ_R,W3,2024-2025,592.9,1,Urgent Intervention
R0016150,STU02692,SUBJ_M,W1,2024-2025,1019.5,64,At/Above Benchmark
R0016151,STU02692,SUBJ_M,W2,2024-2025,1012.0,64,At/Above Benchmark
R0016152,STU02692,SUBJ_M,W3,2024-2025,1108.8,83,At/Above Benchmark
R0016153,STU02693,SUBJ_R,W1,2024-2025,906.9,26,On Watch
R0016154,STU02693,SUBJ_R,W2,2024-2025,915.9,36,On Watch
R0016155,STU02693,SUBJ_R,W3,2024-2025,972.0,45,At/Above Benchmark
R0016156,STU02693,SUBJ_M,W1,2024-2025,848.0,20,Intervention
R0016157,STU02693,SUBJ_M,W2,2024-2025,857.9,37,On Watch
R0016158,STU02693,SUBJ_M,W3,2024-2025,825.4,31,On Watch
R0016159,STU02694,SUBJ_R,W1,2024-2025,683.6,35,On Watch
R0016160,STU02694,SUBJ_R,W2,2024-2025,737.1,32,On Watch
R0016161,STU02694,SUBJ_R,W3,2024-2025,787.7,39,On Watch
R0016162,STU02694,SUBJ_M,W1,2024-2025,877.0,59,At/Above Benchmark
R0016163,STU02694,SUBJ_M,W2,2024-2025,854.1,57,At/Above Benchmark
R0016164,STU02694,SUBJ_M,W3,2024-2025,826.3,53,At/Above Benchmark
R0016165,STU02695,SUBJ_R,W1,2024-2025,715.8,34,On Watch
R0016166,STU02695,SUBJ_R,W2,2024-2025,725.2,34,On Watch
R0016167,STU02695,SUBJ_R,W3,2024-2025,697.9,36,On Watch
R0016168,STU02695,SUBJ_M,W1,2024-2025,838.0,48,At/Above Benchmark
R0016169,STU02695,SUBJ_M,W2,2024-2025,810.9,54,At/Above Benchmark
R0016170,STU02695,SUBJ_M,W3,2024-2025,838.9,54,At/Above Benchmark
R0016171,STU02696,SUBJ_R,W1,2024-2025,976.6,53,At/Above Benchmark
R0016172,STU02696,SUBJ_R,W2,2024-2025,1030.8,57,At/Above Benchmark
R0016173,STU02696,SUBJ_R,W3,2024-2025,1056.5,63,At/Above Benchmark
R0016174,STU02696,SUBJ_M,W1,2024-2025,1025.8,68,At/Above Benchmark
R0016175,STU02696,SUBJ_M,W2,2024-2025,1037.8,65,At/Above Benchmark
R0016176,STU02696,SUBJ_M,W3,2024-2025,1025.6,70,At/Above Benchmark
R0016177,STU02697,SUBJ_R,W1,2024-2025,1002.6,55,At/Above Benchmark
R0016178,STU02697,SUBJ_R,W2,2024-2025,1028.9,62,At/Above Benchmark
R0016179,STU02697,SUBJ_R,W3,2024-2025,1088.0,81,At/Above Benchmark
R0016180,STU02697,SUBJ_M,W1,2024-2025,927.6,49,At/Above Benchmark
R0016181,STU02697,SUBJ_M,W2,2024-2025,1004.8,58,At/Above Benchmark
R0016182,STU02697,SUBJ_M,W3,2024-2025,938.5,59,At/Above Benchmark
R0016183,STU02698,SUBJ_R,W1,2024-2025,1011.9,56,At/Above Benchmark
R0016184,STU02698,SUBJ_R,W2,2024-2025,1091.4,67,At/Above Benchmark
R0016185,STU02698,SUBJ_R,W3,2024-2025,1064.2,57,At/Above Benchmark
R0016186,STU02698,SUBJ_M,W1,2024-2025,981.1,43,At/Above Benchmark
R0016187,STU02698,SUBJ_M,W2,2024-2025,1037.0,43,At/Above Benchmark
R0016188,STU02698,SUBJ_M,W3,2024-2025,1077.0,61,At/Above Benchmark
R0016189,STU02699,SUBJ_R,W1,2024-2025,801.5,40,At/Above Benchmark
R0016190,STU02699,SUBJ_R,W2,2024-2025,828.4,53,At/Above Benchmark
R0016191,STU02699,SUBJ_R,W3,2024-2025,897.0,55,At/Above Benchmark
R0016192,STU02699,SUBJ_M,W1,2024-2025,671.5,36,On Watch
R0016193,STU02699,SUBJ_M,W2,2024-2025,746.8,36,On Watch
R0016194,STU02699,SUBJ_M,W3,2024-2025,756.0,46,At/Above Benchmark
R0016195,STU02700,SUBJ_R,W1,2024-2025,723.0,28,On Watch
R0016196,STU02700,SUBJ_R,W2,2024-2025,749.2,40,At/Above Benchmark
R0016197,STU02700,SUBJ_R,W3,2024-2025,786.0,43,At/Above Benchmark
R0016198,STU02700,SUBJ_M,W1,2024-2025,916.0,72,At/Above Benchmark
R0016199,STU02700,SUBJ_M,W2,2024-2025,923.9,67,At/Above Benchmark
R0016200,STU02700,SUBJ_M,W3,2024-2025,958.3,75,At/Above Benchmark
R0016201,STU02701,SUBJ_R,W1,2024-2025,1193.7,71,At/Above Benchmark
R0016202,STU02701,SUBJ_R,W2,2024-2025,1258.5,86,At/Above Benchmark
R0016203,STU02701,SUBJ_R,W3,2024-2025,1272.5,80,At/Above Benchmark
R0016204,STU02701,SUBJ_M,W1,2024-2025,1207.2,69,At/Above Benchmark
R0016205,STU02701,SUBJ_M,W2,2024-2025,1210.0,86,At/Above Benchmark
R0016206,STU02701,SUBJ_M,W3,2024-2025,1281.7,93,At/Above Benchmark
R0016207,STU02702,SUBJ_R,W1,2024-2025,914.5,25,On Watch
R0016208,STU02702,SUBJ_R,W2,2024-2025,984.3,42,At/Above Benchmark
R0016209,STU02702,SUBJ_R,W3,2024-2025,980.0,34,On Watch
R0016210,STU02702,SUBJ_M,W1,2024-2025,1036.9,54,At/Above Benchmark
R0016211,STU02702,SUBJ_M,W2,2024-2025,1061.4,59,At/Above Benchmark
R0016212,STU02702,SUBJ_M,W3,2024-2025,1079.9,64,At/Above Benchmark
R0016213,STU02703,SUBJ_R,W1,2024-2025,927.3,69,At/Above Benchmark
R0016214,STU02703,SUBJ_R,W2,2024-2025,946.7,58,At/Above Benchmark
R0016215,STU02703,SUBJ_R,W3,2024-2025,936.2,66,At/Above Benchmark
R0016216,STU02703,SUBJ_M,W1,2024-2025,673.5,31,On Watch
R0016217,STU02703,SUBJ_M,W2,2024-2025,702.9,34,On Watch
R0016218,STU02703,SUBJ_M,W3,2024-2025,803.0,50,At/Above Benchmark
R0016219,STU02704,SUBJ_R,W1,2024-2025,930.0,63,At/Above Benchmark
R0016220,STU02704,SUBJ_R,W2,2024-2025,927.7,73,At/Above Benchmark
R0016221,STU02704,SUBJ_R,W3,2024-2025,1029.9,77,At/Above Benchmark
R0016222,STU02704,SUBJ_M,W1,2024-2025,877.9,63,At/Above Benchmark
R0016223,STU02704,SUBJ_M,W2,2024-2025,893.4,71,At/Above Benchmark
R0016224,STU02704,SUBJ_M,W3,2024-2025,903.8,63,At/Above Benchmark
R0016225,STU02705,SUBJ_R,W1,2024-2025,912.6,39,On Watch
R0016226,STU02705,SUBJ_R,W2,2024-2025,938.3,42,At/Above Benchmark
R0016227,STU02705,SUBJ_R,W3,2024-2025,914.2,42,At/Above Benchmark
R0016228,STU02705,SUBJ_M,W1,2024-2025,795.0,35,On Watch
R0016229,STU02705,SUBJ_M,W2,2024-2025,915.1,50,At/Above Benchmark
R0016230,STU02705,SUBJ_M,W3,2024-2025,958.6,59,At/Above Benchmark
R0016231,STU02706,SUBJ_R,W1,2024-2025,687.9,21,Intervention
R0016232,STU02706,SUBJ_R,W2,2024-2025,743.3,31,On Watch
R0016233,STU02706,SUBJ_R,W3,2024-2025,835.8,30,On Watch
R0016234,STU02706,SUBJ_M,W1,2024-2025,848.6,46,At/Above Benchmark
R0016235,STU02706,SUBJ_M,W2,2024-2025,847.1,36,On Watch
R0016236,STU02706,SUBJ_M,W3,2024-2025,844.0,44,At/Above Benchmark
R0016237,STU02707,SUBJ_R,W1,2024-2025,783.2,33,On Watch
R0016238,STU02707,SUBJ_R,W2,2024-2025,766.7,47,At/Above Benchmark
R0016239,STU02707,SUBJ_R,W3,2024-2025,901.0,64,At/Above Benchmark
R0016240,STU02707,SUBJ_M,W1,2024-2025,930.1,65,At/Above Benchmark
R0016241,STU02707,SUBJ_M,W2,2024-2025,926.8,72,At/Above Benchmark
R0016242,STU02707,SUBJ_M,W3,2024-2025,913.4,58,At/Above Benchmark
R0016243,STU02708,SUBJ_R,W1,2024-2025,1097.2,53,At/Above Benchmark
R0016244,STU02708,SUBJ_R,W2,2024-2025,1172.7,66,At/Above Benchmark
R0016245,STU02708,SUBJ_R,W3,2024-2025,1122.8,58,At/Above Benchmark
R0016246,STU02708,SUBJ_M,W1,2024-2025,890.6,31,On Watch
R0016247,STU02708,SUBJ_M,W2,2024-2025,920.3,41,At/Above Benchmark
R0016248,STU02708,SUBJ_M,W3,2024-2025,896.4,36,On Watch
R0016249,STU02709,SUBJ_R,W1,2024-2025,865.6,14,Intervention
R0016250,STU02709,SUBJ_R,W2,2024-2025,898.2,36,On Watch
R0016251,STU02709,SUBJ_R,W3,2024-2025,891.9,41,At/Above Benchmark
R0016252,STU02709,SUBJ_M,W1,2024-2025,819.8,22,Intervention
R0016253,STU02709,SUBJ_M,W2,2024-2025,872.1,42,At/Above Benchmark
R0016254,STU02709,SUBJ_M,W3,2024-2025,956.4,38,On Watch
R0016255,STU02710,SUBJ_R,W1,2024-2025,932.6,32,On Watch
R0016256,STU02710,SUBJ_R,W2,2024-2025,1034.3,49,At/Above Benchmark
R0016257,STU02710,SUBJ_R,W3,2024-2025,1072.3,53,At/Above Benchmark
R0016258,STU02710,SUBJ_M,W1,2024-2025,692.3,15,Intervention
R0016259,STU02710,SUBJ_M,W2,2024-2025,783.6,19,Intervention
R0016260,STU02710,SUBJ_M,W3,2024-2025,837.2,35,On Watch
R0016261,STU02711,SUBJ_R,W1,2024-2025,974.6,45,At/Above Benchmark
R0016262,STU02711,SUBJ_R,W2,2024-2025,1061.2,48,At/Above Benchmark
R0016263,STU02711,SUBJ_R,W3,2024-2025,1170.3,67,At/Above Benchmark
R0016264,STU02711,SUBJ_M,W1,2024-2025,1003.5,49,At/Above Benchmark
R0016265,STU02711,SUBJ_M,W2,2024-2025,1028.5,59,At/Above Benchmark
R0016266,STU02711,SUBJ_M,W3,2024-2025,996.2,49,At/Above Benchmark
R0016267,STU02712,SUBJ_R,W1,2024-2025,868.5,31,On Watch
R0016268,STU02712,SUBJ_R,W2,2024-2025,830.8,41,At/Above Benchmark
R0016269,STU02712,SUBJ_R,W3,2024-2025,867.9,34,On Watch
R0016270,STU02712,SUBJ_M,W1,2024-2025,1069.9,67,At/Above Benchmark
R0016271,STU02712,SUBJ_M,W2,2024-2025,1028.1,68,At/Above Benchmark
R0016272,STU02712,SUBJ_M,W3,2024-2025,1172.8,80,At/Above Benchmark
R0016273,STU02713,SUBJ_R,W1,2024-2025,1131.4,59,At/Above Benchmark
R0016274,STU02713,SUBJ_R,W2,2024-2025,1225.1,82,At/Above Benchmark
R0016275,STU02713,SUBJ_R,W3,2024-2025,1214.1,76,At/Above Benchmark
R0016276,STU02713,SUBJ_M,W1,2024-2025,1160.8,78,At/Above Benchmark
R0016277,STU02713,SUBJ_M,W2,2024-2025,1095.8,67,At/Above Benchmark
R0016278,STU02713,SUBJ_M,W3,2024-2025,1151.3,60,At/Above Benchmark
R0016279,STU02714,SUBJ_R,W1,2024-2025,819.0,43,At/Above Benchmark
R0016280,STU02714,SUBJ_R,W2,2024-2025,772.4,45,At/Above Benchmark
R0016281,STU02714,SUBJ_R,W3,2024-2025,850.8,50,At/Above Benchmark
R0016282,STU02714,SUBJ_M,W1,2024-2025,806.3,43,At/Above Benchmark
R0016283,STU02714,SUBJ_M,W2,2024-2025,693.9,36,On Watch
R0016284,STU02714,SUBJ_M,W3,2024-2025,710.1,31,On Watch
R0016285,STU02715,SUBJ_R,W1,2024-2025,1068.1,59,At/Above Benchmark
R0016286,STU02715,SUBJ_R,W2,2024-2025,1075.2,52,At/Above Benchmark
R0016287,STU02715,SUBJ_R,W3,2024-2025,1057.2,50,At/Above Benchmark
R0016288,STU02715,SUBJ_M,W1,2024-2025,940.5,43,At/Above Benchmark
R0016289,STU02715,SUBJ_M,W2,2024-2025,926.8,35,On Watch
R0016290,STU02715,SUBJ_M,W3,2024-2025,895.1,44,At/Above Benchmark
R0016291,STU02716,SUBJ_R,W1,2024-2025,778.1,27,On Watch
R0016292,STU02716,SUBJ_R,W2,2024-2025,811.9,32,On Watch
R0016293,STU02716,SUBJ_R,W3,2024-2025,886.6,38,On Watch
R0016294,STU02716,SUBJ_M,W1,2024-2025,1001.4,60,At/Above Benchmark
R0016295,STU02716,SUBJ_M,W2,2024-2025,1012.4,54,At/Above Benchmark
R0016296,STU02716,SUBJ_M,W3,2024-2025,1007.1,62,At/Above Benchmark
R0016297,STU02717,SUBJ_R,W1,2024-2025,1023.2,53,At/Above Benchmark
R0016298,STU02717,SUBJ_R,W2,2024-2025,1044.5,47,At/Above Benchmark
R0016299,STU02717,SUBJ_R,W3,2024-2025,958.2,37,On Watch
R0016300,STU02717,SUBJ_M,W1,2024-2025,910.5,39,On Watch
R0016301,STU02717,SUBJ_M,W2,2024-2025,954.4,42,At/Above Benchmark
R0016302,STU02717,SUBJ_M,W3,2024-2025,1049.9,56,At/Above Benchmark
R0016303,STU02718,SUBJ_R,W1,2024-2025,819.5,42,At/Above Benchmark
R0016304,STU02718,SUBJ_R,W2,2024-2025,838.7,53,At/Above Benchmark
R0016305,STU02718,SUBJ_R,W3,2024-2025,826.1,49,At/Above Benchmark
R0016306,STU02718,SUBJ_M,W1,2024-2025,582.7,18,Intervention
R0016307,STU02718,SUBJ_M,W2,2024-2025,671.8,41,At/Above Benchmark
R0016308,STU02718,SUBJ_M,W3,2024-2025,675.1,32,On Watch
R0016309,STU02719,SUBJ_R,W1,2024-2025,719.4,33,On Watch
R0016310,STU02719,SUBJ_R,W2,2024-2025,770.9,41,At/Above Benchmark
R0016311,STU02719,SUBJ_R,W3,2024-2025,807.8,50,At/Above Benchmark
R0016312,STU02719,SUBJ_M,W1,2024-2025,970.6,67,At/Above Benchmark
R0016313,STU02719,SUBJ_M,W2,2024-2025,1001.0,78,At/Above Benchmark
R0016314,STU02719,SUBJ_M,W3,2024-2025,1028.4,76,At/Above Benchmark
R0016315,STU02720,SUBJ_R,W1,2024-2025,1032.8,49,At/Above Benchmark
R0016316,STU02720,SUBJ_R,W2,2024-2025,1085.5,51,At/Above Benchmark
R0016317,STU02720,SUBJ_R,W3,2024-2025,1114.6,58,At/Above Benchmark
R0016318,STU02720,SUBJ_M,W1,2024-2025,1033.0,56,At/Above Benchmark
R0016319,STU02720,SUBJ_M,W2,2024-2025,924.1,38,On Watch
R0016320,STU02720,SUBJ_M,W3,2024-2025,1011.6,45,At/Above Benchmark
R0016321,STU02721,SUBJ_R,W1,2024-2025,900.8,48,At/Above Benchmark
R0016322,STU02721,SUBJ_R,W2,2024-2025,946.0,63,At/Above Benchmark
R0016323,STU02721,SUBJ_R,W3,2024-2025,949.1,67,At/Above Benchmark
R0016324,STU02721,SUBJ_M,W1,2024-2025,846.6,45,At/Above Benchmark
R0016325,STU02721,SUBJ_M,W2,2024-2025,849.5,54,At/Above Benchmark
R0016326,STU02721,SUBJ_M,W3,2024-2025,838.5,58,At/Above Benchmark
R0016327,STU02722,SUBJ_R,W1,2024-2025,734.8,40,At/Above Benchmark
R0016328,STU02722,SUBJ_R,W2,2024-2025,836.1,44,At/Above Benchmark
R0016329,STU02722,SUBJ_R,W3,2024-2025,900.0,59,At/Above Benchmark
R0016330,STU02722,SUBJ_M,W1,2024-2025,687.8,30,On Watch
R0016331,STU02722,SUBJ_M,W2,2024-2025,771.9,42,At/Above Benchmark
R0016332,STU02722,SUBJ_M,W3,2024-2025,799.1,58,At/Above Benchmark
R0016333,STU02723,SUBJ_R,W1,2024-2025,1003.6,49,At/Above Benchmark
R0016334,STU02723,SUBJ_R,W2,2024-2025,950.0,50,At/Above Benchmark
R0016335,STU02723,SUBJ_R,W3,2024-2025,942.0,48,At/Above Benchmark
R0016336,STU02723,SUBJ_M,W1,2024-2025,859.5,52,At/Above Benchmark
R0016337,STU02723,SUBJ_M,W2,2024-2025,831.4,45,At/Above Benchmark
R0016338,STU02723,SUBJ_M,W3,2024-2025,871.4,54,At/Above Benchmark
R0016339,STU02724,SUBJ_R,W1,2024-2025,932.4,46,At/Above Benchmark
R0016340,STU02724,SUBJ_R,W2,2024-2025,905.6,46,At/Above Benchmark
R0016341,STU02724,SUBJ_R,W3,2024-2025,902.8,49,At/Above Benchmark
R0016342,STU02724,SUBJ_M,W1,2024-2025,898.5,50,At/Above Benchmark
R0016343,STU02724,SUBJ_M,W2,2024-2025,930.1,49,At/Above Benchmark
R0016344,STU02724,SUBJ_M,W3,2024-2025,931.1,44,At/Above Benchmark
R0016345,STU02725,SUBJ_R,W1,2024-2025,970.5,71,At/Above Benchmark
R0016346,STU02725,SUBJ_R,W2,2024-2025,986.4,68,At/Above Benchmark
R0016347,STU02725,SUBJ_R,W3,2024-2025,1003.6,80,At/Above Benchmark
R0016348,STU02725,SUBJ_M,W1,2024-2025,727.1,40,At/Above Benchmark
